controlId,title,family,description,subFamily
PRI-05.2,Personal Data (PD) Accuracy & Integrity,Data Privacy,"Mechanisms exist to ensure the accuracy and relevance of Personal Data (PD) throughout the information lifecycle by: (1) Keeping PD up-to-date; and (2) Remediating identified inaccuracies, as necessary.",Identify
PRI-05.3,Data Masking,Data Privacy,"Mechanisms exist to mask sensitive/regulated data through data anonymization, pseudonymization, redaction or de-identification.",Identify
PRI-05.4,Usage Restrictions of Personal Data (PD),Data Privacy,"Mechanisms exist to restrict collecting, receiving, processing, storing, transmitting, sharing and/or updating Personal Data (PD) to: (1) The purpose(s) originally collected, consistent with the data privacy notice(s); (2) What is authorized by the data subject, or authorized agent; and (3) What is consistent with applicable laws, regulations and contractual obligations.",Identify
PRI-05.5,Inventory of Personal Data (PD),Data Privacy,"Mechanisms exist to establish and maintain a current inventory of all Technology Assets, Applications and/or Services (TAAS) that collect, receive, process, store, transmit, share, update and/or dispose Personal Data (PD).",Identify
PRI-05.6,Personal Data (PD) Inventory Automation Support,Data Privacy,Automated mechanisms exist to determine if Personal Data (PD) is maintained in electronic form.,Identify
PRI-05.7,Personal Data (PD) Categories,Data Privacy,Mechanisms exist to define and implement data handling and protection requirements for specific categories of sensitive Personal Data (PD).,Identify
PRI-05.8,Personal Data (PD) Formats,Data Privacy,Mechanisms exist to retain Personal Data (PD) in a format permitting data subject identification for no longer than is necessary for legitimate business purposes.,Protect
PRI-06,Data Subject Empowerment,Data Privacy,"Mechanisms exist to provide authenticated data subjects the ability to: (1) Access their Personal Data (PD) that is being processed, stored and shared, except where the burden, risk or expense of providing access would be disproportionate to the benefit offered to the data subject through granting access; (2) Obtain answers on the specifics of how their PD is collected, received, processed, stored, transmitted, shared, updated and/or disposed; (3) Obtain the source(s) of their PD; (4) Obtain the categories of their PD being collected, received, processed, stored and shared; (5) Request correction to their PD due to inaccuracies; (6) Request erasure of their PD; and (7) Restrict the further collecting, receiving, processing, storing, transmitting, updated and/or sharing of their PD.",Identify
PRI-06.1,Correcting Inaccurate Personal Data (PD),Data Privacy,Mechanisms exist to maintain a process for: (1) Data subjects to have inaccurate Personal Data (PD) maintained by the organization corrected or amended; and (2) Disseminating corrections or amendments of PD to other authorized users of the PD.,Respond
PRI-06.2,Notice of Correction or Processing Change,Data Privacy,"Mechanisms exist to notify affected data subjects if their Personal Data (PD) has been corrected, amended or deleted.",Respond
PRI-06.3,Appeal Adverse Decision,Data Privacy,Mechanisms exist to maintain a process for data subjects to appeal an adverse decision.,Respond
PRI-06.4,User Feedback Management,Data Privacy,"Mechanisms exist to maintain a process to efficiently and effectively respond to requests, complaints, concerns or questions from authenticated data subjects about Personal Data (PD) the organization collects, receives, processes, stores, transmits, shares, updates and/or disposes.",Respond
PRI-06.5,Right to Erasure,Data Privacy,"Mechanisms exist to maintain a process to erase a data subject's Personal Data (PD), in accordance with applicable laws, regulations and contractual obligations pertaining to the retention of their PD.",Respond
PRI-06.6,Data Portability,Data Privacy,"Mechanisms exist to format exports of Personal Data (PD) in a structured, machine-readable format that allows data subjects to transfer their PD to another controller without hindrance.",Identify
PRI-06.7,Personal Data (PD) Exports,Data Privacy,"Mechanisms exist to export a data subject's available Personal Data (PD) in a readily usable format, upon an authenticated request.",Identify
